adult,belongs_to_collection,sequel,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,War,TV_Movie,Horror,Western,Foreign,Comedy,Documentary,Science_Fiction,Mystery,Fantasy,Crime,Action,Adventure,Drama,Thriller,Family,Animation,Romance,History,Music,vote_total
False,Predator Collection,1,35000000.0,"['Science Fiction', 'Action', 'Thriller']",,169,tt0100403,en,Predator 2,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",11.736241,/4cAQgbIPislEeBJahLO5BsqAUZN.jpg,"['Twentieth Century Fox Film Corporation', 'Lawrence Gordon Productions', 'Davis Entertainment', 'Silver Pictures']",['US'],11/20/1990,57120318.0,108,['en'],Released,Silent. Invisible. Invincible. He's in town with a few days to kill.,Predator 2,False,6.0,743,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4458.0
False,,0,27000000.0,"['Action', 'Science Fiction']",,865,tt0093894,en,The Running Man,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",9.389975999999999,/ni5PkWh3J3Zx4pVk5JYGTywZDqW.jpg,"['Keith Barish Productions', 'TAFT Entertainment Pictures', 'HBO', 'Braveworld Productions']",['US'],11/13/1987,38122105.0,101,['en'],Released,A game nobody survives. But Schwarzenegger has yet to play.,The Running Man,False,6.4,713,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4563.2
False,,0,22000000.0,"['Action', 'Adventure', 'Romance', 'Science Fiction']",http://www.theofficialjohncarpenter.com/starman/,9663,tt0088172,en,Starman,An alien takes the form of a young widow's husband and asks her to drive him from Wisconsin to Arizona. The government tries to stop them.,9.763928,/3QQ170R8BVr4NPzvNUMqttFqmGi.jpg,"['Columbia Pictures', 'Delphi II Productions', 'Industrial Light & Magic (ILM)']",['US'],12/13/1984,28744356.0,115,['en'],Released,"In 1977 Voyager II was launched into space, inviting all lifeforms in the universe to visit our planet. Get ready. Company's coming.",Starman,False,6.6,219,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1445.3999999999999
False,Alien Nation Collection,1,16000000.0,"['Crime', 'Science Fiction', 'Thriller']",,10128,tt0094631,en,Alien Nation,"A few years from now, Earth will have the first contact with an alien civilisation. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",15.133316,/cWkLFMYh6n8BjeUZEkMn0hpQyTz.jpg,"['Twentieth Century Fox Film Corporation', 'American Entertainment Partners II L.P.']",['US'],10/7/1988,32155047.0,91,['en'],Released,Prepare Yourself.,Alien Nation,False,5.9,81,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,477.90000000000003
False,Mad Max Collection,1,400000.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",,9659,tt0079501,en,Mad Max,"In a dystopian future Australia, a vicious biker gang murders a cop's family, and makes his fight with them personal.",11.412619,/hCPXcQn1FTYF9AUCPd6o3miM9WX.jpg,"['Kennedy Miller Productions', 'Mad Max Films', 'Crossroads']",['AU'],4/12/1979,100000000.0,93,['en'],Released,The Maximum Force Of The Future,Mad Max,False,6.6,1235,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,8151.0
False,Mad Max Collection,1,2000000.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",,8810,tt0082694,en,Mad Max 2,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",11.189831,/voNuYkvQgDSqijCDllEaRntq7ln.jpg,['Kennedy Miller Productions'],['AU'],12/24/1981,24600832.0,95,['en'],Released,"When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,False,7.3,981,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,7161.3
False,Mad Max Collection,1,12305523.0,"['Action', 'Adventure', 'Science Fiction']",,9355,tt0089530,en,Mad Max Beyond Thunderdome,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",12.689648,/9ciqnBU2YlMtMrqNwRzhmaMeL9l.jpg,['Kennedy Miller Productions'],['AU'],6/29/1985,36230219.0,107,['en'],Released,Two men enter. One man leaves.,Mad Max Beyond Thunderdome,False,5.9,765,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4513.5
False,,0,17000000.0,"['Horror', 'Mystery', 'Thriller']",,635,tt0092563,en,Angel Heart,"The down-and-out private detective Harry Angel is ordered, by a mysterious man named Louis Cyphre, to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself as Harry Angel goes on a supernatural journey into his soul.",7.290872,/xFtrVJWygDiK2iZluUxNwuQZ6Sm.jpg,"['TriStar Pictures', 'Winkast Film Productions', 'Carolco Pictures', 'Union']",['US'],3/6/1987,17185632.0,113,"['en', 'fr']",Released,Harry Angel has been hired in search for the truth. Pray he doesn't find it.,Angel Heart,False,7.0,326,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2282.0
False,9½ Weeks Collection,1,17000000.0,"['Drama', 'Romance']",,10068,tt0091635,en,Nine 1/2 Weeks,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",6.706262,/ngARl6Cwc2P7OBWkGoHJFkGXIPT.jpg,"['Metro-Goldwyn-Mayer (MGM)', 'Producers Sales Organization (PSO)', 'Jonesfilm', 'Galactic Films', 'Triple Ajaxxx']",['US'],2/14/1986,6735922.0,117,['en'],Released,They Broke Every Rule,Nine 1/2 Weeks,False,5.8,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1061.3999999999999
False,Firestarter Collection,1,15000000.0,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']",,11495,tt0087262,en,Firestarter,"As youths, Andy McGee (David Keith) and his future wife, Vicky (Heather Locklear), participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie (Drew Barrymore), begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""The Shop.""",7.048087,/nIo0DYQ7mcRLYUuihN4gao9Xupj.jpg,"['Universal Pictures', 'Dino De Laurentiis Company']",['US'],5/11/1984,17080167.0,114,"['en', 'it']",Released,Will she have the power... to survive?,Firestarter,False,5.9,174,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1026.6000000000001
False,,0,15000000.0,"['Fantasy', 'Horror', 'Thriller']",,11428,tt0105428,en,Sleepwalkers,A mother-and-son team of strange supernatural creatures come to town to seek out a virgin to feed on.,5.695003,/shrSYke0ABLGx0vA6iZnUOCB1tw.jpg,"['Columbia Pictures', 'Victor & Grais Productions', 'Ion Pictures']",['US'],4/10/1992,30524763.0,91,['en'],Released,They feast on your fear - and it's dinner time.,Sleepwalkers,False,4.8,97,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,465.59999999999997
False,,0,7000000.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']",,10117,tt0094612,en,Action Jackson,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,14.054862,/rg5WY1SiyPDuTYZs2vgTV0csVbz.jpg,"['Silver Pictures', 'Lorimar Motion Pictures']",['US'],2/12/1988,20256975.0,96,"['en', 'fr']",Released,It's Time For,Action Jackson,False,4.9,51,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,249.9
False,,0,15000000.0,"['Comedy', 'Drama', 'Romance']",,25562,tt0102951,en,Soapdish,"Celeste Talbert is the star of the long-running soap opera ""The Sun Also Sets."" With the show's ratings down, Celeste's ruthlessly ambitious co-star, Montana Moorehead, and the show's arrogant producer, David Seton Barnes, plot to aggravate her into leaving the show by bringing back her old flame, Jeffrey Anderson, and hiring her beautiful young niece, Lori Craven.",9.904821,/5UCDRFr9a7h17WhdH7uf9WW7ZKK.jpg,['Paramount Pictures'],['US'],5/31/1991,36489888.0,97,['en'],Released,All that glitter... All that glamour... All that dirt.,Soapdish,False,6.0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,366.0
False,,0,90000000.0,"['Action', 'Crime', 'Thriller']",,9679,tt0187078,en,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",14.091764999999999,/nb2TRrlSdgi8wZAxTHdhsN0yMJw.jpg,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",['US'],6/9/2000,237202299.0,118,['en'],Released,"Ice Cold, Hot Wired.",Gone in Sixty Seconds,False,6.1,1511,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9217.1
False,,0,15000000.0,"['Drama', 'History']",,10264,tt0099726,en,Hamlet,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.",12.50303,/fGn85pj0Ti4vajiTPZZA8xaNLvz.jpg,"['Icon Productions', 'Nelson Entertainment', 'Icon Entertainment International', 'Canal+', 'Warner Bros.', 'Sovereign Pictures', 'Carolco Pictures', 'Marquis']","['FR', 'GB', 'US']",12/19/1990,20710451.0,130,['en'],Released,The extraordinary adaptation of Shakespeare's classic tale of vengeance and tragedy.,Hamlet,False,6.7,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,636.5
False,,0,15000000.0,"['Animation', 'Music']",,29204,tt0082009,en,American Pop,American Pop is an American animated film that tells the story of four generations of a Russian Jewish immigrant family of musicians whose careers parallel the history of American popular music.,2.340967,/zEKCAiyDGqarS5PIMs3ivHVz27M.jpg,"['Columbia Pictures Corporation', 'Bakshi Productions', 'Aspen Productions']",['US'],2/13/1981,6000000.0,96,"['en', 'he', 'ru', 'yi']",Released,"All those years, all those dreams, all those sons... one of them is going to be a star.",American Pop,False,7.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,151.20000000000002
False,,0,15000000.0,"['Crime', 'Drama', 'Thriller']",,21128,tt0102592,en,One False Move,"Following a series of drug deals and murders, three criminals -- Fantasia, Ray Malcolm and Pluto -- travel from Los Angeles to Houston, finally arriving in a small Arkansas town to go into hiding. Two detectives from the LAPD, who are already on the case, contact the town's sheriff, Dale Dixon, to alert him of the fugitives' presence in the area. Underestimating Dixon, the criminals have no idea what they are about to face.",3.14325,/2B3H16xQlZJJ3Py2QwuXN8rUjFh.jpg,['IRS Media'],['US'],5/8/1992,1543112.0,105,['en'],Released,All it takes to bring him down is one bullet... one woman or... One False Move.,One False Move,False,6.7,28,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,187.6
False,Shaft Collection,1,4000000.0,"['Adventure', 'Action', 'Thriller', 'Crime']",,482,tt0067741,en,Shaft,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,3.73688,/ez5aGeyOvG2F1QzKYHzkMmkDuM2.jpg,"['Metro-Goldwyn-Mayer (MGM)', 'Shaft Productions Ltd.']",['US'],7/2/1971,12121618.0,100,['en'],Released,The mob wanted Harlem back. They got shaft...up to here.,Shaft,False,6.5,68,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,442.0
False,,0,1600000.0,"['Crime', 'Drama', 'Mystery']",,592,tt0071360,en,The Conversation,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",13.245638,/un30a9MWgCzMIBpOp3P29W5eHvZ.jpg,"['Paramount Pictures', 'The Coppola Company', 'The Directors Company']",['US'],4/7/1974,4420000.0,113,['en'],Released,Harry Caul is an invader of privacy. The best in the business.,The Conversation,False,7.5,377,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2827.5
False,,0,5500000.0,"['Horror', 'Science Fiction', 'Thriller']",,12611,tt0077588,en,The Fury,"A government agent is determined to come to his son's rescue, when a sinister official kidnaps him to harness his extremely powerful psychic abilities.",11.844028999999999,/u23CCG87bWtpnPuSLMWpLkdK75H.jpg,"['Twentieth Century Fox Film Corporation', 'Frank Yablans Presentations']",['US'],3/10/1978,24000000.0,118,['en'],Released,An experience in terror and suspense.,The Fury,False,6.2,73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,452.6
False,,0,3000000.0,"['Crime', 'Drama', 'History']",,9040,tt0070666,en,Serpico,The real-life struggle of an honest New York City cop against a corrupt system.,12.842165,/dq3PTFp0lLlEa2TnJepEknU2Sys.jpg,"['Paramount Pictures', 'De Laurentiis Entertainment Group', 'Artists Entertainment Complex']","['IT', 'US']",12/5/1973,29800000.0,129,"['en', 'it', 'es']",Released,Many of his fellow officers considered him the most dangerous man alive - An honest cop.,Serpico,False,7.5,429,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3217.5
False,,0,1821052.0,['Drama'],,25364,tt0043338,en,Ace in the Hole,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to revitalize his career, but the situation quickly escalates into an out-of-control media circus.",11.046411,/pkotGgcrakpnUj3fo4841VYLTf9.jpg,['Paramount Pictures'],['US'],6/29/1951,1300000.0,111,"['la', 'es', 'en']",Released,"Rough, tough Chuck Tatum, who battered his way to the top ... trampling everything in his path - men, women and morals !",Ace in the Hole,False,7.9,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1011.2
False,,0,3000000.0,"['Crime', 'Drama']",,5121,tt0072226,en,The Sugarland Express,"Married small-time crooks Lou-Jean and Clovis Poplin lose their baby to the state of Texas and resolve to do whatever it takes to get him back. Lou-Jean gets Clovis out of jail, and the two steal their son from his foster home, in addition to taking a highway patrolman hostage. As a massive dragnet starts to pursue them across Texas, the couple become unlikely folk heroes and even start to bond with the captive policeman.",4.506948,/9jS4EeZjUSeBuM4Fe8ZR2HprwZR.jpg,"['Universal Pictures', 'Zanuck/Brown Productions']",['US'],4/5/1974,12800000.0,110,['en'],Released,Every cop in the state was after her. Everybody else was behind her.,The Sugarland Express,False,6.4,70,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,448.0
False,,0,25000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",http://www.theofficialjohncarpenter.com/big-trouble-in-little-china/,6978,tt0090728,en,Big Trouble in Little China,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",11.109932,/yorjHTeWauQd81QeWoqMAHXAcCj.jpg,"['Twentieth Century Fox Film Corporation', 'TAFT Entertainment Pictures']",['US'],5/30/1986,11000000.0,99,"['cn', 'en']",Released,Adventure doesn't come any bigger!,Big Trouble in Little China,False,7.1,727,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5161.7
False,,0,16000000.0,"['Comedy', 'Drama', 'Romance']",,10571,tt0204175,en,Boys and Girls,"Ryan and Jennifer are opposites who definitely do not attract. At least that's what they always believed. When they met as twelve-year-olds, they disliked one another. When they met again as teenagers, they loathed each other. But when they meet in college, the uptight Ryan and the free-spirited Jennifer find that their differences bind them together and a rare friendship develops.",10.070988,/f0XMxKJfaf9xeN1yYVON0tHlLxV.jpg,['Punch 21 Productions'],['US'],6/16/2000,20627372.0,94,['en'],Released,Warning: Sex Changes Everything,Boys and Girls,False,5.4,107,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,577.8000000000001
False,Shaft Collection,1,46000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",,479,tt0162650,en,Shaft,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",7.420019,/bqlpFp96uWu2VDpsm4MVvLXdumh.jpg,"['Paramount Pictures', 'Scott Rudin Productions']","['DE', 'US']",6/15/2000,107196498.0,99,"['en', 'es', 'de']",Released,"Still the man, any questions?",Shaft,False,5.5,316,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1738.0
